address_id,customer_id,street_address,city,state,postal_code,country,is_primary
111,111,9795 Market St,Mesa,AZ,85201,USA,1
112,112,3806 Oak St,Jacksonville,FL,32201,USA,1
113,113,112 River Rd,Colorado Springs,CO,80901,USA,1
114,114,9544 Chestnut St,Nashville,TN,37201,USA,1
115,115,7576 Maple St,Atlanta,GA,30301,USA,1
116,116,1783 Highland Ave,Austin,TX,78701,USA,1
117,117,8237 Walnut St,New York,NY,10001,USA,1
118,118,2700 Pine St,Mesa,AZ,85201,USA,1
119,119,7940 Lincoln Way,Dallas,TX,75201,USA,1
120,120,1652 Oak St,Sacramento,CA,95801,USA,1
121,121,5999 River Rd,Tucson,AZ,85701,USA,1
122,122,6889 Pine St,Atlanta,GA,30301,USA,1
123,123,2262 Park Rd,Baltimore,MD,21201,USA,1
124,124,2876 Pine St,Indianapolis,IN,46201,USA,1
125,125,5971 Market St,Austin,TX,78701,USA,1
126,126,3199 River Rd,Phoenix,AZ,85001,USA,1
127,127,4341 Chestnut St,Albuquerque,NM,87101,USA,1
128,128,693 Lakeview Dr,Fresno,CA,93701,USA,1
129,129,995 Lakeview Dr,Baltimore,MD,21201,USA,1
130,130,4931 Walnut St,El Paso,TX,79901,USA,1
131,131,4575 Center St,San Diego,CA,92101,USA,1
132,132,9968 Washington Ave,Philadelphia,PA,19101,USA,1
133,133,5120 Walnut St,Chicago,IL,60601,USA,1
134,134,2959 River Rd,El Paso,TX,79901,USA,1
135,135,3972 Cedar St,Chicago,IL,60601,USA,1
136,136,7176 Lakeview Dr,Detroit,MI,48201,USA,1
137,137,4218 Broadway,Oklahoma City,OK,73101,USA,1
138,138,6708 River Rd,Indianapolis,IN,46201,USA,1
139,139,2114 Cedar St,Las Vegas,NV,89101,USA,1
140,140,6677 River Rd,Oklahoma City,OK,73101,USA,1
141,141,3612 Chestnut St,Mesa,AZ,85201,USA,1
142,142,1347 Pine St,Raleigh,NC,27601,USA,1
143,143,8414 Broadway,San Diego,CA,92101,USA,1
144,144,2063 Lincoln Way,Boston,MA,02101,USA,1
145,145,8403 Walnut St,Las Vegas,NV,89101,USA,1
146,146,9970 Oak St,Houston,TX,77001,USA,1
147,147,8246 Main St,Louisville,KY,40201,USA,1
148,148,4601 Cedar St,New York,NY,10001,USA,1
149,149,3783 Lincoln Way,Columbus,OH,43201,USA,1
150,150,2503 Oak St,Baltimore,MD,21201,USA,1
151,151,7147 Maple St,Houston,TX,77001,USA,1
152,152,3236 Broadway,San Diego,CA,92101,USA,1
153,153,3332 Walnut St,Boston,MA,02101,USA,1
154,154,5566 Broadway,Louisville,KY,40201,USA,1
155,155,3744 Main St,Albuquerque,NM,87101,USA,1
156,156,3722 Pine St,San Diego,CA,92101,USA,1
157,157,7897 Lincoln Way,Raleigh,NC,27601,USA,1
158,158,5842 Walnut St,Oklahoma City,OK,73101,USA,1
159,159,7298 Pine St,Los Angeles,CA,90001,USA,1
160,160,7199 Broadway,Louisville,KY,40201,USA,1
161,161,3166 Lakeview Dr,Philadelphia,PA,19101,USA,1
162,162,8617 Sunset Blvd,Chicago,IL,60601,USA,1
163,163,9164 Market St,El Paso,TX,79901,USA,1
164,164,9851 Oak St,Raleigh,NC,27601,USA,1
165,165,1580 Lakeview Dr,Austin,TX,78701,USA,1
166,166,988 Highland Ave,San Jose,CA,95101,USA,1
167,167,6392 Maple St,Kansas City,MO,64101,USA,1
168,168,7461 Maple St,Louisville,KY,40201,USA,1
169,169,7261 Center St,Oklahoma City,OK,73101,USA,1
170,170,2667 River Rd,Fort Worth,TX,76101,USA,1
171,171,8125 Oak St,Phoenix,AZ,85001,USA,1
172,172,4817 Washington Ave,Houston,TX,77001,USA,1
173,173,8895 Oak St,Denver,CO,80201,USA,1
174,174,4281 Washington Ave,Nashville,TN,37201,USA,1
175,175,4910 Oak St,Tucson,AZ,85701,USA,1
176,176,6346 Chestnut St,Phoenix,AZ,85001,USA,1
177,177,637 Main St,Las Vegas,NV,89101,USA,1
178,178,1381 Broadway,Mesa,AZ,85201,USA,1
179,179,2001 Market St,San Jose,CA,95101,USA,1
180,180,8711 Market St,Miami,FL,33101,USA,1
181,181,320 Highland Ave,Charlotte,NC,28201,USA,1
182,182,892 Broadway,Austin,TX,78701,USA,1
183,183,5344 Chestnut St,New York,NY,10001,USA,1
184,184,7352 Pine St,Detroit,MI,48201,USA,1
185,185,6731 Chestnut St,Atlanta,GA,30301,USA,1
186,186,4242 Park Rd,Miami,FL,33101,USA,1
187,187,5558 Broadway,San Francisco,CA,94101,USA,1
188,188,2602 Center St,Sacramento,CA,95801,USA,1
189,189,1312 Chestnut St,Columbus,OH,43201,USA,1
190,190,4946 Pine St,Mesa,AZ,85201,USA,1
191,191,1610 Main St,Fresno,CA,93701,USA,1
192,192,7615 Oak St,Colorado Springs,CO,80901,USA,1
193,193,3351 Lakeview Dr,Washington,DC,20001,USA,1
194,194,3325 Sunset Blvd,Indianapolis,IN,46201,USA,1
195,195,3782 Maple St,Dallas,TX,75201,USA,1
196,196,6631 Main St,Memphis,TN,38101,USA,1
197,197,4881 Oak St,Las Vegas,NV,89101,USA,1
198,198,4011 Washington Ave,Colorado Springs,CO,80901,USA,1
199,199,9483 Market St,Boston,MA,02101,USA,1
200,200,8665 Lincoln Way,Dallas,TX,75201,USA,1
201,201,342 Highland Ave,Fresno,CA,93701,USA,1
202,202,2045 Sunset Blvd,Philadelphia,PA,19101,USA,1
203,203,8284 Elm St,New York,NY,10001,USA,1
204,204,1449 Sunset Blvd,San Francisco,CA,94101,USA,1
205,205,332 Washington Ave,Jacksonville,FL,32201,USA,1
206,206,6677 Main St,Chicago,IL,60601,USA,1
207,207,4117 Sunset Blvd,Portland,OR,97201,USA,1
208,208,7600 Center St,Austin,TX,78701,USA,1
209,209,7732 Sunset Blvd,Washington,DC,20001,USA,1
210,210,9605 Main St,Phoenix,AZ,85001,USA,1
211,211,1121 Park Rd,Tucson,AZ,85701,USA,1
212,212,4554 River Rd,San Diego,CA,92101,USA,1
213,213,6221 Lakeview Dr,Omaha,NE,68101,USA,1
214,214,6382 Chestnut St,Indianapolis,IN,46201,USA,1
215,215,5234 Park Rd,Mesa,AZ,85201,USA,1
216,216,2166 Park Rd,Oklahoma City,OK,73101,USA,1
217,217,6239 Broadway,Jacksonville,FL,32201,USA,1
218,218,4886 Main St,San Diego,CA,92101,USA,1
219,219,3480 Lincoln Way,Columbus,OH,43201,USA,1
220,220,5717 Walnut St,Tucson,AZ,85701,USA,1
221,221,3531 Chestnut St,Kansas City,MO,64101,USA,1
222,222,6560 Main St,Las Vegas,NV,89101,USA,1
223,223,241 River Rd,Kansas City,MO,64101,USA,1
224,224,739 Cedar St,Philadelphia,PA,19101,USA,1
225,225,1872 Elm St,Phoenix,AZ,85001,USA,1
226,226,5694 Center St,Austin,TX,78701,USA,1
227,227,4317 Cedar St,New York,NY,10001,USA,1
228,228,9270 River Rd,Atlanta,GA,30301,USA,1
229,229,6810 Market St,Chicago,IL,60601,USA,1
230,230,5390 Lincoln Way,Tucson,AZ,85701,USA,1
231,231,5072 Maple St,Detroit,MI,48201,USA,1
232,232,8201 Lincoln Way,Jacksonville,FL,32201,USA,1
233,233,8876 River Rd,Austin,TX,78701,USA,1
234,234,7241 Pine St,Fort Worth,TX,76101,USA,1
235,235,7046 Walnut St,Portland,OR,97201,USA,1
236,236,6739 Sunset Blvd,Charlotte,NC,28201,USA,1
237,237,3569 Center St,Fort Worth,TX,76101,USA,1
238,238,9876 Broadway,Albuquerque,NM,87101,USA,1
239,239,9444 Pine St,Louisville,KY,40201,USA,1
240,240,6303 Market St,Denver,CO,80201,USA,1
241,241,1020 Market St,Detroit,MI,48201,USA,1
242,242,8651 Elm St,Albuquerque,NM,87101,USA,1
243,243,8006 River Rd,Oklahoma City,OK,73101,USA,1
244,244,2364 Washington Ave,Milwaukee,WI,53201,USA,1
245,245,6213 Broadway,Fort Worth,TX,76101,USA,1
246,246,7774 Broadway,Detroit,MI,48201,USA,1
247,247,2249 Oak St,Sacramento,CA,95801,USA,1
248,248,7977 Broadway,San Antonio,TX,78201,USA,1
249,249,3179 Oak St,Los Angeles,CA,90001,USA,1
250,250,2180 Walnut St,Omaha,NE,68101,USA,1
251,251,3852 Lincoln Way,El Paso,TX,79901,USA,1
252,252,9729 Chestnut St,Chicago,IL,60601,USA,1
253,253,5007 Chestnut St,Kansas City,MO,64101,USA,1
254,254,4323 Lakeview Dr,Indianapolis,IN,46201,USA,1
255,255,6106 Walnut St,San Diego,CA,92101,USA,1
256,256,159 Center St,San Antonio,TX,78201,USA,1
257,257,2802 Market St,Portland,OR,97201,USA,1
258,258,6341 Center St,Chicago,IL,60601,USA,1
259,259,1012 Oak St,El Paso,TX,79901,USA,1
260,260,2665 Walnut St,Milwaukee,WI,53201,USA,1
261,261,1908 Walnut St,Philadelphia,PA,19101,USA,1
262,262,3866 Market St,Nashville,TN,37201,USA,1
263,263,2370 Maple St,San Francisco,CA,94101,USA,1
264,264,1595 Main St,Las Vegas,NV,89101,USA,1
265,265,7507 Washington Ave,Atlanta,GA,30301,USA,1
266,266,2330 Highland Ave,Denver,CO,80201,USA,1
267,267,9179 Main St,Kansas City,MO,64101,USA,1
268,268,8592 Broadway,Fort Worth,TX,76101,USA,1
269,269,7266 Cedar St,Phoenix,AZ,85001,USA,1
270,270,6416 Sunset Blvd,Miami,FL,33101,USA,1
271,271,3644 Highland Ave,El Paso,TX,79901,USA,1
272,272,7067 Cedar St,Chicago,IL,60601,USA,1
273,273,9607 Pine St,Kansas City,MO,64101,USA,1
274,274,1116 Chestnut St,Sacramento,CA,95801,USA,1
275,275,5306 Washington Ave,Austin,TX,78701,USA,1
276,276,5273 Chestnut St,Omaha,NE,68101,USA,1
277,277,4343 Maple St,Colorado Springs,CO,80901,USA,1
278,278,3050 Oak St,Boston,MA,02101,USA,1
279,279,248 Pine St,Colorado Springs,CO,80901,USA,1
280,280,1636 Broadway,Tucson,AZ,85701,USA,1
281,281,7339 Chestnut St,Philadelphia,PA,19101,USA,1
282,282,8330 Highland Ave,El Paso,TX,79901,USA,1
283,283,6045 Lakeview Dr,Fresno,CA,93701,USA,1
284,284,3773 Oak St,Sacramento,CA,95801,USA,1
285,285,2991 Park Rd,Baltimore,MD,21201,USA,1
286,286,2686 Market St,Fresno,CA,93701,USA,1
287,287,3991 Market St,Jacksonville,FL,32201,USA,1
288,288,183 River Rd,Memphis,TN,38101,USA,1
289,289,9876 Lakeview Dr,Tucson,AZ,85701,USA,1
290,290,3602 Pine St,Fort Worth,TX,76101,USA,1
291,291,2550 Elm St,San Diego,CA,92101,USA,1
292,292,1801 River Rd,Jacksonville,FL,32201,USA,1
293,293,8835 Market St,Oklahoma City,OK,73101,USA,1
294,294,5502 Cedar St,El Paso,TX,79901,USA,1
295,295,9346 Pine St,Fresno,CA,93701,USA,1
296,296,4822 Center St,Indianapolis,IN,46201,USA,1
297,297,4235 Pine St,Colorado Springs,CO,80901,USA,1
298,298,2963 Lakeview Dr,Dallas,TX,75201,USA,1
299,299,1919 Pine St,Nashville,TN,37201,USA,1
300,300,9429 Elm St,Detroit,MI,48201,USA,1
301,301,5246 Center St,Atlanta,GA,30301,USA,1
302,302,961 Elm St,Seattle,WA,98101,USA,1
303,303,3385 Highland Ave,Columbus,OH,43201,USA,1
304,304,1690 Highland Ave,Tucson,AZ,85701,USA,1
305,305,9858 Center St,Raleigh,NC,27601,USA,1
306,306,5127 Center St,Milwaukee,WI,53201,USA,1
307,307,9306 Lincoln Way,Fresno,CA,93701,USA,1
308,308,9916 Main St,Boston,MA,02101,USA,1
309,309,6420 Main St,San Diego,CA,92101,USA,1
310,310,377 Park Rd,Baltimore,MD,21201,USA,1
311,311,5046 Maple St,Mesa,AZ,85201,USA,1
312,312,6680 Cedar St,Louisville,KY,40201,USA,1
313,313,9626 Maple St,Fresno,CA,93701,USA,1
314,314,8045 Lincoln Way,Mesa,AZ,85201,USA,1
315,315,6631 Lincoln Way,San Antonio,TX,78201,USA,1
316,316,1377 Walnut St,Albuquerque,NM,87101,USA,1
317,317,7926 Lincoln Way,San Francisco,CA,94101,USA,1
318,318,8505 Cedar St,Indianapolis,IN,46201,USA,1
319,319,5190 River Rd,Raleigh,NC,27601,USA,1
320,320,9113 Cedar St,Portland,OR,97201,USA,1
321,321,4687 Washington Ave,Miami,FL,33101,USA,1
322,322,7551 Walnut St,Portland,OR,97201,USA,1
323,323,7581 Pine St,Philadelphia,PA,19101,USA,1
324,324,2603 Cedar St,Oklahoma City,OK,73101,USA,1
325,325,2199 Park Rd,Memphis,TN,38101,USA,1
326,326,1370 Cedar St,Columbus,OH,43201,USA,1
327,327,4473 Cedar St,Austin,TX,78701,USA,1
328,328,3780 Lincoln Way,Las Vegas,NV,89101,USA,1
329,329,5813 Market St,Seattle,WA,98101,USA,1
330,330,1502 Center St,El Paso,TX,79901,USA,1
331,331,3303 Broadway,Milwaukee,WI,53201,USA,1
332,332,9274 Main St,Baltimore,MD,21201,USA,1
333,333,3497 Main St,San Diego,CA,92101,USA,1
334,334,3517 Walnut St,Omaha,NE,68101,USA,1
335,335,8090 Maple St,Denver,CO,80201,USA,1
336,336,1801 Lakeview Dr,Dallas,TX,75201,USA,1
337,337,1677 Lakeview Dr,Indianapolis,IN,46201,USA,1
338,338,3617 Walnut St,Seattle,WA,98101,USA,1
339,339,1985 Lakeview Dr,Milwaukee,WI,53201,USA,1
340,340,6967 Main St,Philadelphia,PA,19101,USA,1
341,341,3886 River Rd,Indianapolis,IN,46201,USA,1
342,342,4123 Broadway,Baltimore,MD,21201,USA,1
343,343,3045 Lincoln Way,Louisville,KY,40201,USA,1
344,344,7567 Oak St,Denver,CO,80201,USA,1
345,345,4624 Broadway,Phoenix,AZ,85001,USA,1
346,346,9222 Oak St,San Francisco,CA,94101,USA,1
347,347,1209 Washington Ave,Phoenix,AZ,85001,USA,1
348,348,1735 Center St,Dallas,TX,75201,USA,1
349,349,6044 River Rd,Sacramento,CA,95801,USA,1
350,350,8663 Market St,New York,NY,10001,USA,1
351,351,5338 Chestnut St,Boston,MA,02101,USA,1
352,352,4783 Broadway,Los Angeles,CA,90001,USA,1
353,353,6801 Lakeview Dr,Milwaukee,WI,53201,USA,1
354,354,2870 Maple St,Baltimore,MD,21201,USA,1
355,355,3804 Highland Ave,Boston,MA,02101,USA,1
356,356,8058 Highland Ave,New York,NY,10001,USA,1
357,357,2244 Main St,Fresno,CA,93701,USA,1
358,358,1740 Market St,Baltimore,MD,21201,USA,1
359,359,2705 Lincoln Way,Dallas,TX,75201,USA,1
360,360,5740 Walnut St,Columbus,OH,43201,USA,1
361,361,3028 Washington Ave,Omaha,NE,68101,USA,1
362,362,6155 Lakeview Dr,Tucson,AZ,85701,USA,1
363,363,624 River Rd,Indianapolis,IN,46201,USA,1
364,364,3806 Pine St,San Jose,CA,95101,USA,1
365,365,6267 Main St,Philadelphia,PA,19101,USA,1
366,366,3017 Washington Ave,Atlanta,GA,30301,USA,1
367,367,4188 Sunset Blvd,Albuquerque,NM,87101,USA,1
368,368,3292 Pine St,Atlanta,GA,30301,USA,1
369,369,7465 Pine St,Memphis,TN,38101,USA,1
370,370,3309 Cedar St,Kansas City,MO,64101,USA,1
371,371,2105 Washington Ave,Kansas City,MO,64101,USA,1
372,372,5439 Highland Ave,New York,NY,10001,USA,1
373,373,1450 Cedar St,Sacramento,CA,95801,USA,1
374,374,8450 Pine St,Dallas,TX,75201,USA,1
375,375,9864 Park Rd,Milwaukee,WI,53201,USA,1
376,376,2505 Center St,Jacksonville,FL,32201,USA,1
377,377,4715 Chestnut St,Portland,OR,97201,USA,1
378,378,9470 River Rd,Fresno,CA,93701,USA,1
379,379,8731 Center St,Kansas City,MO,64101,USA,1
380,380,1239 Center St,Philadelphia,PA,19101,USA,1
381,381,3146 Cedar St,Louisville,KY,40201,USA,1
382,382,5056 Pine St,Milwaukee,WI,53201,USA,1
383,383,9040 Washington Ave,Mesa,AZ,85201,USA,1
384,384,9829 Maple St,Philadelphia,PA,19101,USA,1
385,385,5369 Pine St,Raleigh,NC,27601,USA,1
386,386,1131 Maple St,Nashville,TN,37201,USA,1
387,387,1275 Lincoln Way,San Antonio,TX,78201,USA,1
388,388,9826 Market St,Seattle,WA,98101,USA,1
389,389,3174 Highland Ave,San Jose,CA,95101,USA,1
390,390,5156 Park Rd,Albuquerque,NM,87101,USA,1
391,391,4823 Center St,Kansas City,MO,64101,USA,1
392,392,3202 River Rd,Sacramento,CA,95801,USA,1
393,393,5152 Maple St,Tucson,AZ,85701,USA,1
394,394,1000 Walnut St,Baltimore,MD,21201,USA,1
395,395,2339 Market St,Oklahoma City,OK,73101,USA,1
396,396,8230 Center St,Louisville,KY,40201,USA,1
397,397,2703 Elm St,Jacksonville,FL,32201,USA,1
398,398,8481 Pine St,Albuquerque,NM,87101,USA,1
399,399,2026 Center St,Albuquerque,NM,87101,USA,1
400,400,2769 Market St,Los Angeles,CA,90001,USA,1
401,401,8625 Broadway,Milwaukee,WI,53201,USA,1
402,402,1175 Lakeview Dr,Washington,DC,20001,USA,1
403,403,2726 Broadway,Los Angeles,CA,90001,USA,1
404,404,5260 Pine St,Indianapolis,IN,46201,USA,1
405,405,7661 Oak St,San Antonio,TX,78201,USA,1
406,406,7318 River Rd,Seattle,WA,98101,USA,1
407,407,103 River Rd,Raleigh,NC,27601,USA,1
408,408,2533 Highland Ave,Austin,TX,78701,USA,1
409,409,4963 River Rd,Albuquerque,NM,87101,USA,1
410,410,9774 Maple St,Fresno,CA,93701,USA,1
411,411,5706 Walnut St,Kansas City,MO,64101,USA,1
412,412,7689 Broadway,Portland,OR,97201,USA,1
413,413,1579 Chestnut St,Las Vegas,NV,89101,USA,1
414,414,5352 Sunset Blvd,Philadelphia,PA,19101,USA,1
415,415,7489 Market St,New York,NY,10001,USA,1
416,416,2636 Park Rd,Austin,TX,78701,USA,1
417,417,9657 Washington Ave,Colorado Springs,CO,80901,USA,1
418,418,2547 Highland Ave,Denver,CO,80201,USA,1
419,419,4496 Sunset Blvd,Houston,TX,77001,USA,1
420,420,7036 Cedar St,Las Vegas,NV,89101,USA,1
421,421,8366 Sunset Blvd,Las Vegas,NV,89101,USA,1
422,422,7826 Maple St,Fresno,CA,93701,USA,1
423,423,3368 Cedar St,Columbus,OH,43201,USA,1
424,424,5637 Sunset Blvd,Sacramento,CA,95801,USA,1
425,425,5793 Elm St,Milwaukee,WI,53201,USA,1
426,426,2136 Lincoln Way,Omaha,NE,68101,USA,1
427,427,6514 Maple St,Washington,DC,20001,USA,1
428,428,2936 Elm St,San Antonio,TX,78201,USA,1
429,429,4593 Center St,Sacramento,CA,95801,USA,1
430,430,9697 Highland Ave,Indianapolis,IN,46201,USA,1
431,431,4565 Walnut St,Baltimore,MD,21201,USA,1
432,432,3398 Market St,Boston,MA,02101,USA,1
433,433,7776 Maple St,Los Angeles,CA,90001,USA,1
434,434,3639 River Rd,Sacramento,CA,95801,USA,1
435,435,2104 Highland Ave,Las Vegas,NV,89101,USA,1
436,436,3810 Pine St,Sacramento,CA,95801,USA,1
437,437,1564 Chestnut St,Raleigh,NC,27601,USA,1
438,438,474 Market St,Seattle,WA,98101,USA,1
439,439,8375 Broadway,Tucson,AZ,85701,USA,1
440,440,5306 Highland Ave,Kansas City,MO,64101,USA,1
441,441,6739 Lincoln Way,Louisville,KY,40201,USA,1
442,442,824 River Rd,Charlotte,NC,28201,USA,1
443,443,4051 Market St,San Francisco,CA,94101,USA,1
444,444,4366 Broadway,San Diego,CA,92101,USA,1
445,445,4434 River Rd,Colorado Springs,CO,80901,USA,1
446,446,9775 Lincoln Way,San Jose,CA,95101,USA,1
447,447,2942 Cedar St,Charlotte,NC,28201,USA,1
448,448,4713 Center St,Atlanta,GA,30301,USA,1
449,449,2656 Washington Ave,Miami,FL,33101,USA,1
450,450,9541 Main St,Fort Worth,TX,76101,USA,1
451,451,7581 Pine St,Austin,TX,78701,USA,1
452,452,9255 Main St,Memphis,TN,38101,USA,1
453,453,3440 Oak St,Columbus,OH,43201,USA,1
454,454,5745 Main St,Atlanta,GA,30301,USA,1
455,455,9601 Center St,Indianapolis,IN,46201,USA,1
456,456,384 Washington Ave,Jacksonville,FL,32201,USA,1
457,457,8782 Sunset Blvd,Indianapolis,IN,46201,USA,1
458,458,5863 Broadway,Detroit,MI,48201,USA,1
459,459,1923 Cedar St,Washington,DC,20001,USA,1
460,460,3073 Center St,Miami,FL,33101,USA,1
461,461,1062 Walnut St,New York,NY,10001,USA,1
462,462,2448 Pine St,San Jose,CA,95101,USA,1
463,463,1975 Maple St,San Antonio,TX,78201,USA,1
464,464,4625 Lincoln Way,Seattle,WA,98101,USA,1
465,465,7417 Broadway,Louisville,KY,40201,USA,1
466,466,3191 Maple St,Indianapolis,IN,46201,USA,1
467,467,9312 Oak St,San Jose,CA,95101,USA,1
468,468,3253 Lakeview Dr,Fresno,CA,93701,USA,1
469,469,1628 Main St,Jacksonville,FL,32201,USA,1
470,470,1036 Oak St,Seattle,WA,98101,USA,1
471,471,449 Sunset Blvd,Colorado Springs,CO,80901,USA,1
472,472,4329 Market St,Denver,CO,80201,USA,1
473,473,4263 River Rd,Las Vegas,NV,89101,USA,1
474,474,9004 Cedar St,San Francisco,CA,94101,USA,1
