address_id,customer_id,street_address,city,state,postal_code,country,is_primary
204,204,3460 Park Rd,Mesa,AZ,85201,USA,1
205,205,4547 River Rd,Las Vegas,NV,89101,USA,1
206,206,226 Walnut St,El Paso,TX,79901,USA,1
207,207,6923 Main St,Colorado Springs,CO,80901,USA,1
208,208,2126 Highland Ave,Colorado Springs,CO,80901,USA,1
209,209,456 Center St,Dallas,TX,75201,USA,1
210,210,756 Park Rd,Boston,MA,02101,USA,1
211,211,1390 Lincoln Way,Milwaukee,WI,53201,USA,1
212,212,2157 Sunset Blvd,Dallas,TX,75201,USA,1
213,213,6599 Broadway,Colorado Springs,CO,80901,USA,1
214,214,7220 Maple St,Philadelphia,PA,19101,USA,1
215,215,8765 Cedar St,Denver,CO,80201,USA,1
216,216,5350 Lincoln Way,El Paso,TX,79901,USA,1
217,217,7065 Center St,Las Vegas,NV,89101,USA,1
218,218,1439 Elm St,Omaha,NE,68101,USA,1
219,219,4229 Pine St,San Antonio,TX,78201,USA,1
220,220,4840 Center St,Miami,FL,33101,USA,1
221,221,2707 River Rd,Omaha,NE,68101,USA,1
222,222,8453 Broadway,Portland,OR,97201,USA,1
223,223,9662 Washington Ave,Milwaukee,WI,53201,USA,1
224,224,6556 River Rd,Atlanta,GA,30301,USA,1
225,225,2181 Elm St,Albuquerque,NM,87101,USA,1
226,226,1084 Main St,Detroit,MI,48201,USA,1
227,227,8717 Cedar St,Los Angeles,CA,90001,USA,1
228,228,1485 Center St,Indianapolis,IN,46201,USA,1
229,229,594 Elm St,San Francisco,CA,94101,USA,1
230,230,6606 Oak St,New York,NY,10001,USA,1
231,231,5604 Elm St,Detroit,MI,48201,USA,1
232,232,7867 Lakeview Dr,Mesa,AZ,85201,USA,1
233,233,4744 Highland Ave,Fresno,CA,93701,USA,1
234,234,3268 Center St,Portland,OR,97201,USA,1
235,235,8527 Market St,Kansas City,MO,64101,USA,1
236,236,7009 Washington Ave,Austin,TX,78701,USA,1
237,237,9140 Lincoln Way,San Jose,CA,95101,USA,1
238,238,583 Pine St,San Antonio,TX,78201,USA,1
239,239,1359 Market St,Columbus,OH,43201,USA,1
240,240,2254 Walnut St,Seattle,WA,98101,USA,1
241,241,2800 Chestnut St,Portland,OR,97201,USA,1
242,242,9643 Pine St,Fresno,CA,93701,USA,1
243,243,3912 Market St,Kansas City,MO,64101,USA,1
244,244,3964 Cedar St,Omaha,NE,68101,USA,1
245,245,5435 Cedar St,Denver,CO,80201,USA,1
246,246,6315 Broadway,Seattle,WA,98101,USA,1
247,247,4288 Lincoln Way,Columbus,OH,43201,USA,1
248,248,9106 Center St,Detroit,MI,48201,USA,1
249,249,4507 Sunset Blvd,El Paso,TX,79901,USA,1
250,250,6372 Cedar St,San Jose,CA,95101,USA,1
251,251,8945 Park Rd,Milwaukee,WI,53201,USA,1
252,252,3908 Pine St,Washington,DC,20001,USA,1
253,253,7462 Chestnut St,Austin,TX,78701,USA,1
254,254,1086 Highland Ave,Portland,OR,97201,USA,1
255,255,5570 Oak St,San Diego,CA,92101,USA,1
256,256,1077 Maple St,Los Angeles,CA,90001,USA,1
257,257,5928 River Rd,Louisville,KY,40201,USA,1
258,258,648 Market St,Nashville,TN,37201,USA,1
259,259,6785 Broadway,Indianapolis,IN,46201,USA,1
260,260,3228 Elm St,Albuquerque,NM,87101,USA,1
261,261,5369 Lincoln Way,San Antonio,TX,78201,USA,1
262,262,8031 Chestnut St,Nashville,TN,37201,USA,1
263,263,8719 Lincoln Way,Raleigh,NC,27601,USA,1
264,264,9876 Park Rd,Las Vegas,NV,89101,USA,1
265,265,2217 Sunset Blvd,Los Angeles,CA,90001,USA,1
266,266,8018 Lakeview Dr,Houston,TX,77001,USA,1
267,267,1978 Broadway,Omaha,NE,68101,USA,1
268,268,402 Main St,Louisville,KY,40201,USA,1
269,269,9934 Elm St,Chicago,IL,60601,USA,1
270,270,6708 Cedar St,Phoenix,AZ,85001,USA,1
271,271,8621 Cedar St,Fresno,CA,93701,USA,1
272,272,7002 Park Rd,Miami,FL,33101,USA,1
273,273,7968 Park Rd,Indianapolis,IN,46201,USA,1
274,274,4276 Walnut St,Miami,FL,33101,USA,1
275,275,2991 Broadway,Los Angeles,CA,90001,USA,1
276,276,1053 Maple St,San Diego,CA,92101,USA,1
277,277,3782 Maple St,Austin,TX,78701,USA,1
278,278,1686 Center St,Oklahoma City,OK,73101,USA,1
279,279,7365 Walnut St,El Paso,TX,79901,USA,1
280,280,8017 Market St,San Diego,CA,92101,USA,1
281,281,2788 River Rd,San Jose,CA,95101,USA,1
282,282,1534 Center St,San Antonio,TX,78201,USA,1
283,283,286 Walnut St,Las Vegas,NV,89101,USA,1
284,284,5913 Oak St,Fort Worth,TX,76101,USA,1
285,285,9962 Pine St,Los Angeles,CA,90001,USA,1
286,286,5570 Lakeview Dr,Nashville,TN,37201,USA,1
287,287,3478 Cedar St,New York,NY,10001,USA,1
288,288,9768 Market St,San Jose,CA,95101,USA,1
289,289,2916 Maple St,Houston,TX,77001,USA,1
290,290,8547 Broadway,El Paso,TX,79901,USA,1
291,291,7995 Lincoln Way,Portland,OR,97201,USA,1
292,292,4247 Elm St,Columbus,OH,43201,USA,1
293,293,6400 Main St,Seattle,WA,98101,USA,1
294,294,2190 Washington Ave,Denver,CO,80201,USA,1
295,295,675 Cedar St,Jacksonville,FL,32201,USA,1
296,296,713 Pine St,Louisville,KY,40201,USA,1
297,297,681 Lakeview Dr,San Jose,CA,95101,USA,1
298,298,4412 Lakeview Dr,Seattle,WA,98101,USA,1
299,299,3960 Chestnut St,San Francisco,CA,94101,USA,1
300,300,5555 Oak St,Boston,MA,02101,USA,1
301,301,615 Market St,Oklahoma City,OK,73101,USA,1
302,302,7620 Chestnut St,Austin,TX,78701,USA,1
303,303,5257 Maple St,San Jose,CA,95101,USA,1
304,304,115 Main St,San Francisco,CA,94101,USA,1
305,305,6638 Lincoln Way,Phoenix,AZ,85001,USA,1
306,306,4671 Maple St,Oklahoma City,OK,73101,USA,1
307,307,4993 Market St,Washington,DC,20001,USA,1
308,308,3482 Sunset Blvd,Las Vegas,NV,89101,USA,1
309,309,6520 Maple St,Raleigh,NC,27601,USA,1
310,310,5114 Center St,Milwaukee,WI,53201,USA,1
311,311,6124 Market St,New York,NY,10001,USA,1
312,312,4152 Chestnut St,Charlotte,NC,28201,USA,1
313,313,4148 Park Rd,Los Angeles,CA,90001,USA,1
314,314,1360 Center St,Washington,DC,20001,USA,1
315,315,4301 Maple St,Columbus,OH,43201,USA,1
316,316,3299 Lincoln Way,Atlanta,GA,30301,USA,1
317,317,6669 Cedar St,Miami,FL,33101,USA,1
318,318,120 River Rd,Los Angeles,CA,90001,USA,1
319,319,7078 Lakeview Dr,Baltimore,MD,21201,USA,1
320,320,5036 Sunset Blvd,Fresno,CA,93701,USA,1
321,321,4980 Elm St,Omaha,NE,68101,USA,1
322,322,5841 Highland Ave,Indianapolis,IN,46201,USA,1
323,323,4022 Cedar St,Albuquerque,NM,87101,USA,1
324,324,2463 Pine St,Chicago,IL,60601,USA,1
325,325,5244 Broadway,Raleigh,NC,27601,USA,1
326,326,8848 Main St,Austin,TX,78701,USA,1
327,327,8278 Highland Ave,Oklahoma City,OK,73101,USA,1
328,328,5202 Lincoln Way,Los Angeles,CA,90001,USA,1
329,329,487 Center St,Houston,TX,77001,USA,1
330,330,9053 Washington Ave,Washington,DC,20001,USA,1
331,331,9415 Lakeview Dr,Austin,TX,78701,USA,1
332,332,9815 Oak St,Memphis,TN,38101,USA,1
333,333,9931 Oak St,Raleigh,NC,27601,USA,1
334,334,9047 Park Rd,Colorado Springs,CO,80901,USA,1
335,335,4059 Center St,Colorado Springs,CO,80901,USA,1
336,336,207 Walnut St,Oklahoma City,OK,73101,USA,1
337,337,1908 Cedar St,New York,NY,10001,USA,1
338,338,1363 Highland Ave,Milwaukee,WI,53201,USA,1
339,339,5631 Sunset Blvd,San Jose,CA,95101,USA,1
340,340,2640 Maple St,Phoenix,AZ,85001,USA,1
341,341,6930 Cedar St,Phoenix,AZ,85001,USA,1
342,342,314 Main St,Sacramento,CA,95801,USA,1
343,343,5559 Lincoln Way,Chicago,IL,60601,USA,1
344,344,7732 Market St,Jacksonville,FL,32201,USA,1
345,345,3328 Lakeview Dr,Atlanta,GA,30301,USA,1
346,346,4869 Oak St,San Francisco,CA,94101,USA,1
347,347,191 Chestnut St,Chicago,IL,60601,USA,1
348,348,6535 Maple St,Las Vegas,NV,89101,USA,1
349,349,176 Oak St,Portland,OR,97201,USA,1
350,350,755 Elm St,Philadelphia,PA,19101,USA,1
351,351,6444 Cedar St,Chicago,IL,60601,USA,1
352,352,9123 Cedar St,Indianapolis,IN,46201,USA,1
353,353,1485 Main St,Detroit,MI,48201,USA,1
354,354,9177 Center St,Colorado Springs,CO,80901,USA,1
355,355,3226 Highland Ave,Louisville,KY,40201,USA,1
356,356,5558 Pine St,El Paso,TX,79901,USA,1
357,357,1352 Broadway,Sacramento,CA,95801,USA,1
358,358,3263 Market St,Milwaukee,WI,53201,USA,1
359,359,9994 Maple St,Omaha,NE,68101,USA,1
360,360,556 Elm St,Indianapolis,IN,46201,USA,1
361,361,6641 Market St,San Diego,CA,92101,USA,1
362,362,4507 Maple St,Baltimore,MD,21201,USA,1
363,363,1970 Maple St,Houston,TX,77001,USA,1
364,364,4983 Washington Ave,Denver,CO,80201,USA,1
365,365,250 Center St,Indianapolis,IN,46201,USA,1
366,366,1293 Lakeview Dr,Washington,DC,20001,USA,1
367,367,9437 Washington Ave,Memphis,TN,38101,USA,1
368,368,9063 Elm St,Austin,TX,78701,USA,1
369,369,1186 Sunset Blvd,Phoenix,AZ,85001,USA,1
370,370,4017 Pine St,Atlanta,GA,30301,USA,1
371,371,2124 Oak St,Louisville,KY,40201,USA,1
372,372,5043 Park Rd,Houston,TX,77001,USA,1
373,373,7959 Market St,Omaha,NE,68101,USA,1
374,374,7804 Cedar St,Louisville,KY,40201,USA,1
375,375,5912 Market St,Charlotte,NC,28201,USA,1
376,376,503 Chestnut St,El Paso,TX,79901,USA,1
377,377,9851 Highland Ave,Seattle,WA,98101,USA,1
378,378,8516 Chestnut St,Phoenix,AZ,85001,USA,1
379,379,1215 River Rd,San Diego,CA,92101,USA,1
380,380,9707 Elm St,Las Vegas,NV,89101,USA,1
381,381,3573 Center St,El Paso,TX,79901,USA,1
382,382,7679 Pine St,Oklahoma City,OK,73101,USA,1
383,383,5645 Highland Ave,Houston,TX,77001,USA,1
384,384,295 Cedar St,Boston,MA,02101,USA,1
385,385,6304 Chestnut St,New York,NY,10001,USA,1
386,386,2469 Washington Ave,Philadelphia,PA,19101,USA,1
387,387,8824 Sunset Blvd,Raleigh,NC,27601,USA,1
388,388,4415 Walnut St,Portland,OR,97201,USA,1
389,389,3241 Elm St,Miami,FL,33101,USA,1
390,390,8606 Cedar St,San Diego,CA,92101,USA,1
391,391,2272 Lakeview Dr,Seattle,WA,98101,USA,1
392,392,7274 Market St,Phoenix,AZ,85001,USA,1
393,393,891 Sunset Blvd,Denver,CO,80201,USA,1
394,394,8657 Walnut St,Milwaukee,WI,53201,USA,1
395,395,3187 Broadway,Portland,OR,97201,USA,1
396,396,7789 Maple St,Philadelphia,PA,19101,USA,1
397,397,5646 Maple St,Boston,MA,02101,USA,1
398,398,3921 Park Rd,Nashville,TN,37201,USA,1
399,399,6624 Sunset Blvd,San Antonio,TX,78201,USA,1
400,400,8932 Cedar St,Baltimore,MD,21201,USA,1
401,401,4368 Elm St,Washington,DC,20001,USA,1
402,402,1757 Main St,Phoenix,AZ,85001,USA,1
403,403,788 Chestnut St,Seattle,WA,98101,USA,1
404,404,4464 Center St,Raleigh,NC,27601,USA,1
405,405,1379 Cedar St,Columbus,OH,43201,USA,1
406,406,2676 Highland Ave,Chicago,IL,60601,USA,1
407,407,4516 Walnut St,Philadelphia,PA,19101,USA,1
408,408,7817 Lakeview Dr,Columbus,OH,43201,USA,1
409,409,6439 Chestnut St,San Francisco,CA,94101,USA,1
410,410,8483 Lincoln Way,Milwaukee,WI,53201,USA,1
411,411,6961 Lakeview Dr,Louisville,KY,40201,USA,1
412,412,1796 Cedar St,Fresno,CA,93701,USA,1
413,413,4041 Maple St,Colorado Springs,CO,80901,USA,1
414,414,2446 Lakeview Dr,Columbus,OH,43201,USA,1
415,415,7599 Market St,Raleigh,NC,27601,USA,1
416,416,7537 Elm St,Memphis,TN,38101,USA,1
417,417,8053 Oak St,Portland,OR,97201,USA,1
418,418,7127 River Rd,Austin,TX,78701,USA,1
419,419,6559 Pine St,Albuquerque,NM,87101,USA,1
420,420,7805 Cedar St,Louisville,KY,40201,USA,1
421,421,740 Sunset Blvd,San Francisco,CA,94101,USA,1
422,422,650 Lincoln Way,Denver,CO,80201,USA,1
423,423,4848 Pine St,Milwaukee,WI,53201,USA,1
424,424,1461 Pine St,Memphis,TN,38101,USA,1
425,425,6674 Park Rd,Miami,FL,33101,USA,1
426,426,6427 Pine St,Nashville,TN,37201,USA,1
427,427,9643 Pine St,New York,NY,10001,USA,1
428,428,822 Maple St,Tucson,AZ,85701,USA,1
429,429,3892 Market St,Raleigh,NC,27601,USA,1
430,430,3432 Broadway,Tucson,AZ,85701,USA,1
431,431,7466 Cedar St,Raleigh,NC,27601,USA,1
432,432,8911 Market St,El Paso,TX,79901,USA,1
433,433,8540 Sunset Blvd,New York,NY,10001,USA,1
434,434,1507 Cedar St,Denver,CO,80201,USA,1
435,435,2138 Park Rd,Albuquerque,NM,87101,USA,1
436,436,3327 Washington Ave,New York,NY,10001,USA,1
437,437,9815 Elm St,Albuquerque,NM,87101,USA,1
438,438,3079 Highland Ave,Charlotte,NC,28201,USA,1
439,439,8130 Cedar St,Tucson,AZ,85701,USA,1
440,440,4321 River Rd,Washington,DC,20001,USA,1
441,441,3317 Oak St,Colorado Springs,CO,80901,USA,1
442,442,8387 Park Rd,Jacksonville,FL,32201,USA,1
443,443,2501 Walnut St,Sacramento,CA,95801,USA,1
444,444,1104 Oak St,Louisville,KY,40201,USA,1
445,445,3537 Maple St,Detroit,MI,48201,USA,1
446,446,6345 Chestnut St,Tucson,AZ,85701,USA,1
447,447,1014 River Rd,Seattle,WA,98101,USA,1
448,448,9338 Lakeview Dr,Miami,FL,33101,USA,1
449,449,9478 Market St,Detroit,MI,48201,USA,1
450,450,7334 Main St,Sacramento,CA,95801,USA,1
451,451,3495 Center St,Dallas,TX,75201,USA,1
452,452,1154 Elm St,Washington,DC,20001,USA,1
453,453,4523 Maple St,Mesa,AZ,85201,USA,1
454,454,5292 Market St,Memphis,TN,38101,USA,1
455,455,3276 Chestnut St,Baltimore,MD,21201,USA,1
456,456,5234 Broadway,Sacramento,CA,95801,USA,1
457,457,9349 Broadway,Tucson,AZ,85701,USA,1
458,458,8419 Washington Ave,Dallas,TX,75201,USA,1
459,459,4116 Center St,New York,NY,10001,USA,1
460,460,5574 Pine St,Tucson,AZ,85701,USA,1
461,461,4257 Chestnut St,Phoenix,AZ,85001,USA,1
462,462,1435 Park Rd,San Diego,CA,92101,USA,1
463,463,3792 Center St,El Paso,TX,79901,USA,1
464,464,7753 River Rd,Las Vegas,NV,89101,USA,1
465,465,5905 Market St,Las Vegas,NV,89101,USA,1
466,466,1164 Washington Ave,Columbus,OH,43201,USA,1
467,467,4017 Cedar St,Nashville,TN,37201,USA,1
468,468,769 Sunset Blvd,Philadelphia,PA,19101,USA,1
469,469,5502 Maple St,Sacramento,CA,95801,USA,1
470,470,7121 Broadway,Columbus,OH,43201,USA,1
471,471,1802 Walnut St,Denver,CO,80201,USA,1
472,472,5787 Oak St,Phoenix,AZ,85001,USA,1
473,473,5716 Cedar St,Miami,FL,33101,USA,1
474,474,1068 Lakeview Dr,Phoenix,AZ,85001,USA,1
475,475,3330 Pine St,Dallas,TX,75201,USA,1
476,476,8158 Sunset Blvd,Fresno,CA,93701,USA,1
477,477,6348 Cedar St,Indianapolis,IN,46201,USA,1
